348,203,125,109,93,48,31,31,0,0,0,0,0
156,156,156,140,94,78,31,31,3,0,0,0,0
261,156,317,78,62,31,15,0,0,0,0,0,0
234,152,125,109,94,62,31,15,0,0,0,0,0
250,297,125,78,63,31,15,0,0,0,0,0,0
179,156,125,94,94,47,39,15,0,0,0,0,0
235,323,109,110,62,46,16,0,0,0,0,0,0
188,156,125,110,78,62,31,0,0,0,0,0,0
312,156,172,93,78,47,31,0,0,0,0,0,0
234,157,172,94,62,62,31,16,0,0,0,0,0
177,187,125,109,110,46,28,15,0,0,0,0,0
234,187,266,141,62,63,47,0,0,0,0,0,0
327,172,125,93,79,47,0,0,0,0,0,0,0
234,156,125,109,78,31,29,0,0,0,0,0,0
391,141,125,110,63,47,31,16,0,0,0,0,0
196,250,125,93,109,46,34,15,16,0,0,0,0
265,130,141,94,62,32,16,9,0,0,0,0,0
234,166,156,156,78,47,47,0,0,0,0,0,0
312,156,223,94,56,47,31,16,0,0,0,0,0
297,203,125,94,78,63,32,16,0,0,0,0,0
172,151,124,93,78,47,16,0,0,0,0,0,0
219,188,125,125,78,62,53,16,16,0,0,0,0
164,140,140,110,94,47,31,0,0,0,0,0,0
250,151,140,125,94,31,31,16,0,0,0,0,0
390,234,131,110,78,47,16,0,0,0,0,0,0
203,156,125,109,62,47,31,16,0,0,0,0,0
172,140,112,93,69,47,15,0,0,0,0,0,0
187,230,266,110,78,47,15,15,0,0,0,0,0
196,171,125,93,47,47,31,15,0,0,0,0,0
188,156,141,94,78,78,52,31,0,0,0,0,0
203,203,109,78,62,62,27,16,0,0,0,0,0
187,156,125,94,78,46,31,0,0,0,0,0,0
218,172,109,125,62,62,166,16,0,0,0,0,0
188,172,140,125,94,62,47,16,0,0,0,0,0
250,140,109,78,62,47,31,0,0,0,0,0,0
176,156,140,94,78,63,31,16,0,0,0,0,0
203,188,125,94,78,70,16,15,0,0,0,0,0
171,203,156,110,78,62,15,15,0,0,0,0,0
219,140,109,109,62,47,31,0,0,0,0,0,0
218,172,140,63,78,31,47,0,0,0,0,0,0
172,181,125,93,94,47,24,0,0,0,0,0,0
188,188,125,93,78,62,31,0,0,0,0,0,0
281,140,125,93,63,47,31,0,3,0,0,0,0
203,172,140,125,63,47,47,0,0,0,0,0,0
245,125,125,109,72,63,15,16,0,0,0,0,0
181,203,157,141,85,46,31,15,0,0,0,0,0
172,149,125,93,78,47,16,16,0,0,0,0,0
172,140,125,141,78,46,31,0,0,0,0,0,0
187,141,109,78,78,47,31,0,0,0,0,0,0
250,172,203,140,62,62,47,21,0,0,0,0,0
332,156,110,94,63,63,31,0,0,0,0,0,0
281,203,172,110,78,47,32,15,0,0,0,0,0
328,156,141,125,62,47,15,15,0,0,0,0,0
229,172,125,94,78,63,47,0,0,0,0,0,0
592,170,125,110,78,47,31,0,0,0,0,0,0
308,172,156,110,81,62,32,15,0,0,0,0,0
187,156,109,110,62,32,31,0,0,0,0,0,0
266,156,140,94,78,62,47,16,0,0,0,0,0
203,172,110,109,62,47,16,0,0,0,0,0,0
187,172,125,109,110,62,47,16,0,0,0,0,0
188,137,172,94,187,47,16,0,0,0,0,0,0
171,157,141,109,110,63,31,16,0,0,0,0,0
466,187,172,94,62,46,28,0,0,0,0,0,0
240,187,187,109,93,62,47,31,0,0,0,0,0
196,140,109,94,78,31,0,16,0,0,0,0,0
172,156,154,94,63,188,16,0,0,0,0,0,0
185,156,141,93,94,63,31,0,0,0,0,0,0
172,172,141,141,93,47,31,15,0,0,0,0,0
203,203,94,94,79,47,31,16,0,0,0,0,0
204,203,156,110,78,31,16,0,0,0,0,0,0
187,172,110,109,187,32,26,21,0,0,0,0,0
219,203,140,93,78,62,16,16,0,0,0,0,0
190,172,129,109,63,31,31,16,0,0,0,0,0
250,164,141,115,78,63,47,15,0,0,0,0,0
384,172,125,94,62,47,15,16,0,0,0,0,0
172,235,156,125,78,47,32,15,0,0,0,0,0
281,156,109,94,62,46,15,15,0,0,0,0,0
203,156,156,94,94,63,31,16,0,0,0,0,0
187,125,109,94,78,31,31,0,0,0,0,0,0
187,170,187,125,78,63,47,0,0,0,0,0,0
265,140,124,93,62,47,31,0,0,0,0,0,0
166,172,125,109,94,63,31,15,0,0,0,0,0
141,140,125,93,78,62,32,15,0,0,0,0,0
187,156,138,109,93,63,47,16,0,0,0,0,0
510,297,125,94,78,62,16,0,0,0,0,0,0
190,219,141,109,93,63,31,16,0,0,0,0,0
493,140,125,94,62,32,31,0,0,0,0,0,0
235,156,125,109,78,62,40,16,0,0,0,0,0
156,234,109,93,62,31,15,0,0,0,0,0,0
172,156,125,94,78,63,47,16,0,0,0,0,0
234,140,109,109,78,31,31,0,0,0,0,0,0
167,172,156,94,63,63,47,16,0,0,0,0,0
172,125,109,110,78,147,16,16,0,0,0,0,0
235,172,109,109,94,63,16,15,0,0,0,0,0
273,172,125,93,78,47,15,0,0,0,0,0,0
182,156,156,125,94,31,16,15,0,0,0,0,0
189,156,125,187,63,47,29,0,0,0,0,0,0
183,187,125,110,78,47,31,16,0,0,0,0,0
188,140,116,109,63,38,16,0,0,0,0,0,0
218,187,112,109,94,63,32,16,0,0,0,0,0
291,234,125,78,62,31,31,15,0,0,0,0,0
187,172,125,109,78,57,32,16,0,0,0,0,0
172,141,125,93,62,46,16,0,0,0,0,0,0
203,156,156,109,78,47,32,15,0,0,0,0,0
286,156,141,94,78,46,31,0,0,0,0,0,0
187,156,125,172,78,62,47,35,0,0,0,0,0
263,172,156,109,78,47,47,0,0,0,0,0,0
221,156,235,141,94,62,31,0,0,0,0,0,0
186,187,109,110,78,47,16,0,0,0,0,0,0
219,171,140,141,78,78,47,16,0,0,0,0,0
343,140,124,234,63,47,31,0,0,0,0,0,0
171,156,125,94,78,63,63,32,0,0,0,0,0
172,146,125,78,78,62,31,9,0,0,0,0,0
232,156,125,93,63,47,31,0,0,0,0,0,0
266,156,125,99,63,47,31,16,0,0,0,0,0
172,187,146,156,94,62,31,15,0,0,0,0,0
171,140,109,78,78,78,31,16,0,0,0,0,0
250,156,179,124,78,47,47,31,0,0,0,0,0
188,140,162,112,62,78,47,16,0,0,0,0,0
203,188,141,157,78,63,31,16,0,0,0,0,0
406,141,110,110,47,47,38,0,0,0,0,0,0
172,172,125,93,93,62,31,16,0,0,0,0,0
312,141,125,235,78,31,31,0,0,0,0,0,0
172,187,140,110,78,47,47,16,0,0,0,0,0
312,140,156,140,78,44,31,0,0,0,0,0,0
172,234,125,125,109,62,31,9,0,0,0,0,0
266,140,124,93,78,47,31,15,0,0,0,0,0
187,161,125,94,78,63,15,0,0,0,0,0,0
172,157,125,94,78,31,15,0,0,0,0,0,0
219,187,170,110,63,47,0,0,1,0,0,0,0
264,234,125,93,78,47,47,15,0,0,0,0,0
239,156,121,140,78,47,31,0,0,0,0,0,0
266,187,115,125,62,171,46,15,0,0,0,0,0
172,168,125,109,94,62,31,16,0,0,0,0,0
200,171,129,93,63,47,16,0,0,0,0,0,0
265,152,151,117,62,63,31,0,0,0,0,0,0
168,125,109,78,63,32,15,0,0,0,0,0,0
187,172,127,250,47,47,31,0,0,0,0,0,0
171,157,185,93,63,63,32,15,0,0,0,0,0
173,234,125,141,70,188,31,0,0,0,0,0,0
219,141,141,94,56,62,25,0,0,0,0,0,0
203,203,188,109,110,62,172,16,15,0,0,0,0
282,140,125,109,78,33,0,0,0,0,0,0,0
157,187,125,110,78,70,31,15,0,0,0,0,0
271,141,109,93,78,47,26,0,0,0,0,0,0
218,167,140,94,78,47,32,0,0,0,0,0,0
156,156,109,78,62,46,171,16,0,0,0,0,0
235,188,156,125,78,47,31,15,0,0,0,0,0
390,153,109,125,62,31,16,0,0,0,0,0,0
219,156,141,140,62,36,31,0,0,0,0,0,0
157,187,140,110,79,15,0,0,0,0,0,0,0
234,156,250,140,62,31,16,0,0,0,0,0,0
203,109,124,78,78,31,31,0,0,0,0,0,0
215,156,156,109,89,32,172,16,16,0,0,0,0
187,140,109,94,62,46,16,0,0,0,0,0,0
188,172,125,125,94,62,32,16,0,0,0,0,0
188,232,109,94,62,47,31,15,0,0,0,0,0
235,172,125,147,78,31,46,31,0,0,0,0,0
141,141,250,94,57,32,15,0,0,0,0,0,0
188,154,140,123,78,62,31,16,0,0,0,0,0
187,125,109,109,62,32,16,0,0,0,0,0,0
219,156,171,125,62,78,46,15,0,0,0,0,0
266,172,141,78,187,47,15,0,0,0,0,0,0
219,156,203,110,109,47,46,31,0,0,0,0,0
391,359,141,62,78,43,31,15,0,0,0,0,0
218,140,156,93,109,63,31,15,0,0,0,0,0
328,146,234,93,46,62,47,0,0,0,0,0,0
172,157,141,109,78,52,31,16,0,0,0,0,0
172,125,125,109,68,46,47,0,0,0,0,0,0
250,203,109,109,93,62,47,16,0,0,0,0,0
172,141,125,78,78,46,46,0,0,0,0,0,0
256,156,156,128,94,47,31,16,15,0,0,0,0
312,141,109,121,63,47,31,16,0,0,0,0,0
266,156,125,94,78,63,31,0,0,0,0,0,0
187,156,125,93,78,31,24,0,0,0,0,0,0
172,250,141,109,93,62,31,16,0,0,0,0,0
391,172,125,78,73,32,16,0,0,0,0,0,0
265,172,125,125,78,62,32,15,0,0,0,0,0
234,187,125,109,62,47,15,15,0,0,0,0,0
183,219,172,93,78,46,34,0,0,0,0,0,0
237,140,140,63,196,47,15,0,0,0,0,0,0
172,156,131,109,94,63,31,15,0,0,0,0,0
297,247,125,94,63,47,15,0,0,0,0,0,0
203,140,156,110,62,56,31,16,0,0,0,0,0
282,156,124,78,62,52,15,0,0,0,0,0,0
218,172,188,125,78,63,47,15,0,0,0,0,0
172,141,109,103,78,47,31,0,0,0,0,0,0
172,157,234,120,78,47,0,0,0,0,0,0,0
453,140,125,79,62,47,31,0,0,0,0,0,0
234,172,125,94,78,47,16,0,0,0,0,0,0
266,172,124,78,78,47,31,16,0,0,0,0,0
250,203,140,93,63,47,31,15,0,0,0,0,0
234,199,250,110,78,63,47,16,0,0,0,0,0
187,187,125,125,94,63,47,16,0,0,0,0,0
204,219,131,78,78,47,15,0,0,0,0,0,0
219,157,172,99,78,78,31,16,0,0,0,0,0
367,156,146,110,62,62,32,0,0,0,0,0,0
219,158,125,109,78,47,31,16,0,0,0,0,0
175,172,140,78,63,47,31,15,0,0,0,0,0
161,110,125,109,78,188,31,15,0,0,0,0,0
203,140,94,109,63,47,31,16,0,0,0,0,0
203,203,250,110,63,47,31,15,0,0,0,0,0
161,156,109,140,78,31,16,0,0,0,0,0,0
234,156,241,94,94,62,31,0,0,0,0,0,0
187,149,125,109,63,47,18,0,0,0,0,0,0
172,250,203,93,94,47,31,0,0,0,0,0,0
141,141,109,93,93,47,46,0,0,0,0,0,0
157,156,250,109,78,39,46,15,0,0,0,0,0
187,172,109,104,78,47,31,16,0,0,0,0,0
177,171,265,99,93,46,31,15,0,1,0,0,0
218,125,125,78,62,31,15,0,0,0,0,0,0
219,187,141,124,94,188,47,0,0,0,0,0,0
218,140,109,126,63,46,31,16,0,0,0,0,0
187,171,156,141,78,63,31,0,0,0,0,0,0
281,124,125,109,94,47,31,15,0,0,0,0,0
187,249,156,109,78,47,31,15,0,0,0,0,0
157,141,109,118,78,46,31,0,0,0,0,0,0
203,203,140,94,78,31,31,15,0,0,0,0,0
236,125,110,93,94,47,16,0,0,0,0,0,0
223,156,140,109,78,60,31,16,0,0,0,0,0
261,206,110,62,51,46,15,0,0,0,0,0,0
266,172,140,109,94,62,47,15,15,0,0,0,0
219,188,94,78,62,31,31,0,0,0,0,0,0
172,185,141,282,78,63,47,15,0,0,0,0,0
230,156,116,78,78,47,31,0,0,0,0,0,0
176,283,125,109,90,47,31,16,0,0,0,0,0
172,172,125,93,62,47,31,0,0,0,0,0,0
239,172,121,110,94,62,31,15,0,0,0,0,0
250,140,110,94,62,46,15,0,0,0,0,0,0
209,281,145,109,94,47,31,16,0,0,0,0,0
156,249,109,94,78,78,16,0,0,0,0,0,0
208,203,125,94,63,47,15,0,0,0,0,0,0
250,161,141,93,78,47,31,16,0,0,0,0,0
171,156,266,93,62,47,47,16,0,0,0,0,0
265,177,156,88,62,47,31,0,0,0,0,0,0
203,140,125,111,78,47,47,0,0,0,0,0,0
422,156,125,94,78,46,31,0,0,0,0,0,0
172,172,125,131,93,63,46,172,0,0,0,0,0
173,140,125,94,63,46,31,16,0,0,0,0,0
187,156,234,110,109,63,47,31,0,0,0,0,0
235,178,125,94,62,63,31,15,0,0,0,0,0
271,172,122,94,63,47,31,0,0,0,0,0,0
219,172,125,99,188,46,32,0,0,0,0,0,0
172,203,109,125,125,78,32,15,0,0,0,0,0
375,156,109,78,78,46,31,16,0,0,0,0,0
203,157,109,93,65,46,47,23,0,0,0,0,0
359,125,125,62,63,47,31,0,0,0,0,0,0
188,203,141,83,94,47,31,15,0,0,0,0,0
219,125,124,93,63,31,15,0,0,0,0,0,0
172,172,156,110,78,63,47,16,0,0,0,0,0
156,234,140,125,94,63,63,31,15,0,0,0,0,0
265,157,354,109,86,62,32,0,0,0,0,0,0
218,140,115,94,78,47,47,16,0,0,0,0,0
231,250,141,109,68,62,24,0,0,0,0,0,0
387,188,110,109,70,31,31,0,0,0,0,0,0
265,157,131,85,63,31,31,15,0,0,0,0,0
172,156,125,78,78,47,31,15,0,0,0,0,0
172,249,125,93,93,62,31,16,0,0,0,0,0
265,171,109,104,63,31,31,12,0,0,0,0,0
172,266,125,109,68,31,15,15,0,0,0,0,0
265,140,124,94,87,62,31,0,0,0,0,0,0
203,218,124,109,78,46,46,16,0,0,0,0,0
187,140,141,94,62,58,32,15,0,0,0,0,0
203,250,161,125,78,62,46,15,0,0,0,0,0
216,172,109,93,63,31,31,16,0,0,0,0,0
265,141,140,109,63,47,32,15,0,0,0,0,0
140,141,125,109,62,31,16,0,0,0,0,0,0
266,156,125,110,78,57,31,16,0,0,0,0,0
312,328,94,109,63,62,32,0,0,0,0,0,0
218,187,187,141,93,47,47,32,0,0,0,0,0
187,156,141,125,63,63,62,15,0,0,0,0,0,0
172,141,265,109,94,63,47,15,0,0,0,0,0
328,141,125,78,47,47,31,0,0,0,0,0,0
187,171,141,111,62,47,31,15,0,0,0,0,0
156,156,109,78,94,63,31,16,0,1,0,0,0
172,188,172,125,63,47,16,0,0,0,0,0,0
547,130,125,83,62,32,16,0,0,0,0,0,0
156,172,156,94,78,47,31,15,0,0,0,0,0
250,164,125,109,62,47,0,0,0,0,0,0,0
218,157,125,219,93,62,31,0,0,0,0,0,0
312,145,140,124,62,46,46,16,0,0,0,0,0
239,156,137,94,93,63,31,16,0,0,0,0,0
406,282,110,94,62,31,16,0,0,0,0,0,0
266,140,140,109,63,62,31,15,0,0,0,0,0
218,141,125,109,78,63,47,0,0,0,0,0,0
219,231,109,109,78,79,31,16,0,0,0,0,0
234,131,125,78,78,46,31,15,0,0,0,0,0
187,157,141,94,78,51,35,0,0,0,0,0,0
235,250,109,94,62,31,19,0,0,0,0,0,0
172,184,141,141,95,63,31,16,0,0,0,0,0
219,172,135,93,62,78,31,0,0,0,0,0,0
219,234,109,109,78,62,32,2,0,0,0,0,0
724,166,125,109,63,31,16,0,0,0,0,0,0
297,153,265,125,94,63,31,15,0,0,0,0,0
234,205,110,109,78,62,16,16,0,0,0,0,0
218,191,125,141,94,47,31,0,0,0,0,0,0
567,203,125,78,63,32,15,0,0,0,0,0,0
172,187,171,94,78,63,46,15,0,0,0,0,0
390,141,109,140,62,47,31,15,0,0,0,0,0
214,289,109,94,78,47,31,15,0,0,0,0,0
234,157,125,81,63,47,16,0,0,0,0,0,0
328,141,156,140,78,66,47,16,0,0,0,0,0
297,156,109,94,156,31,31,0,0,0,0,0,0
167,171,125,109,78,78,32,31,0,0,0,0,0
166,125,250,79,78,47,16,15,0,0,0,0,0
188,156,187,109,109,46,31,16,0,0,0,0,0
413,156,156,93,63,31,32,0,0,0,0,0,0
172,151,141,85,62,47,47,0,0,0,0,0,0
312,137,136,94,63,31,16,0,0,0,0,0,0
187,156,125,125,78,47,31,16,0,0,0,0,0
207,203,110,92,62,32,15,0,0,0,0,0,0
203,219,266,109,109,78,47,15,16,0,0,0,0
250,141,125,109,78,53,31,16,0,0,0,0,0
281,156,125,94,100,62,31,16,0,0,0,0,0
343,125,109,140,63,46,31,15,0,0,0,0,0
225,172,125,114,78,78,31,0,1,0,0,0,0
266,234,109,94,62,47,16,0,0,0,0,0,0
205,141,110,104,94,47,31,0,0,0,0,0,0
297,140,125,89,62,31,16,0,0,0,0,0,0
234,141,141,93,203,63,31,0,0,0,0,0,0
453,140,141,125,62,47,15,0,0,0,0,0,0
219,149,172,109,78,46,46,16,0,0,0,0,0
203,156,219,78,62,31,16,0,0,0,0,0,0
172,156,156,125,78,46,31,0,0,0,0,0,0
328,172,141,93,78,47,15,0,0,0,0,0,0
172,160,110,265,78,78,47,15,0,0,0,0,0
203,179,140,112,94,62,31,16,0,0,0,0,0
239,140,114,109,46,31,32,0,0,0,0,0,0
278,140,156,78,63,47,32,15,0,0,0,0,0
156,177,124,93,62,47,31,16,0,0,0,0,0
256,234,140,78,62,31,31,15,0,0,0,0,0
203,151,125,104,63,78,31,16,0,0,0,0,0
281,141,140,78,78,47,32,0,0,0,0,0,0
187,238,171,141,93,62,16,32,0,0,0,0,0
298,140,109,203,62,47,16,0,0,0,0,0,0
161,149,156,90,94,78,32,15,0,0,0,0,0
214,219,109,78,62,47,32,1,0,0,0,0,0
172,156,172,93,78,63,47,16,0,0,0,0,0
234,140,110,93,62,32,15,0,0,0,0,0,0
188,141,249,109,94,62,31,16,0,0,0,0,0
171,124,109,78,63,47,31,0,0,0,0,0,0
250,156,141,104,63,46,47,16,0,0,0,0,0
203,140,135,78,203,47,31,0,0,0,0,0,0
234,140,156,110,94,16,31,15,0,0,0,0,0
266,125,140,125,62,31,16,0,1,0,0,0,0
250,188,141,234,78,62,62,16,0,0,0,0,0
382,141,140,94,46,31,16,0,0,0,0,0,0
312,172,141,109,79,63,46,15,0,0,0,0,0
239,172,234,94,46,31,31,0,0,0,0,0,0
188,156,116,109,78,62,47,15,0,0,0,0,0
125,125,211,93,46,31,16,0,0,0,0,0,0
188,172,140,109,63,47,47,15,0,0,0,0,0
149,141,229,78,62,31,16,3,0,0,0,0,0
172,156,141,109,62,62,32,15,0,0,0,0,0
156,124,219,78,62,47,15,0,0,0,0,0,0
219,156,156,94,94,47,47,31,0,0,0,0,0
203,146,203,120,78,62,16,15,0,0,0,0,0
172,187,157,93,68,47,32,0,0,0,0,0,0
161,125,219,83,62,31,16,0,0,0,0,0,0
188,156,124,109,78,31,32,15,0,0,0,0,0
240,125,235,125,62,47,32,0,0,0,0,0,0
265,147,137,104,72,78,16,16,0,0,0,0,0
188,141,210,94,94,31,31,16,5,0,0,0,0
203,156,149,125,81,47,36,16,0,0,0,0,0
328,140,234,94,47,47,31,15,0,0,0,0,0
219,141,140,124,78,62,46,31,0,0,0,0,0
188,125,125,109,203,47,16,0,0,0,0,0,0
189,187,170,110,78,78,46,0,0,0,0,0,0
203,123,110,91,78,47,15,0,0,0,0,0,0
225,157,139,141,78,78,32,0,0,0,0,0,0
219,141,141,94,62,31,31,0,0,0,0,0,0
172,281,125,124,78,63,31,16,3,0,0,0,0
194,156,110,94,47,62,16,0,0,0,0,0,0
250,234,125,109,94,62,46,15,0,0,0,0,0
219,141,108,94,62,46,31,0,0,0,0,0,0
176,297,126,93,93,63,47,31,0,0,0,0,0
203,110,125,94,63,62,31,0,0,0,0,0,0
171,172,219,109,84,62,31,0,0,0,0,0,0
478,141,125,93,78,47,47,16,0,0,0,0,0
235,173,125,128,78,47,47,31,0,0,0,0,0
422,156,141,83,219,47,32,16,0,0,0,0,0
207,156,125,110,78,47,47,16,0,0,0,0,0
156,125,109,93,187,31,15,0,0,0,0,0,0
156,140,109,109,62,31,31,0,0,1,0,0,0
225,124,125,109,63,63,31,7,0,0,0,0,0
219,140,151,124,80,62,16,16,0,0,0,0,0
240,152,90,94,93,63,157,15,0,0,0,0,0
171,156,172,94,78,63,47,16,0,0,0,0,0
350,156,249,94,63,62,31,15,0,0,0,0,0
187,156,125,93,78,47,16,0,0,0,0,0,0
235,140,233,78,78,46,31,16,0,0,0,0,0
203,187,124,125,94,58,47,0,0,0,0,0,0
171,140,140,187,78,46,15,0,0,0,0,0,0
172,156,125,109,78,72,46,16,15,0,0,0,0
426,266,109,78,62,46,15,0,0,0,0,0,0
222,157,140,109,78,63,32,0,0,0,0,0,0
370,140,278,93,78,31,16,0,0,0,0,0,0
187,141,125,109,110,31,16,0,0,0,0,0,0
266,218,109,94,62,31,31,16,0,0,0,0,0
187,140,125,93,96,47,16,0,0,0,0,0,0
365,140,125,125,62,31,31,0,0,0,0,0,0
235,149,171,125,78,63,32,15,0,0,0,0,0
172,172,140,125,78,47,15,0,0,0,0,0,0
233,156,167,78,94,47,31,0,0,0,0,0,0
156,151,109,125,78,31,31,0,0,0,0,0,0
234,152,125,94,78,62,15,15,0,0,0,0,0
203,125,125,94,87,47,47,16,0,0,0,0,0
265,203,156,109,78,32,15,0,0,0,0,0,0
374,171,126,78,93,46,16,0,0,0,0,0,0
199,156,110,125,78,103,47,31,16,0,0,0,0
328,157,297,94,94,62,32,16,0,0,0,0,0
219,156,188,78,78,47,32,16,0,0,0,0,0
319,141,109,78,63,47,15,0,0,0,0,0,0
236,156,125,109,94,47,31,16,0,0,0,0,0
360,161,93,78,63,29,0,0,0,0,0,0,0
203,192,297,78,78,63,46,31,0,0,0,0,0
218,235,104,78,78,46,16,0,3,0,0,0,0
245,125,125,125,70,46,31,16,16,0,0,0,0
290,141,156,93,77,203,15,0,0,0,0,0,0
187,141,117,94,78,47,47,15,0,0,0,0,0
187,173,203,82,78,31,31,0,0,0,0,0,0
203,161,125,100,94,62,47,15,0,0,0,0,0
469,183,125,101,78,38,31,0,0,0,0,0,0
172,172,195,109,94,15,31,15,0,0,0,0,0
391,140,140,125,62,63,47,0,0,0,0,0,0
235,286,141,94,78,69,31,0,0,0,0,0,0
156,135,109,78,78,46,31,0,0,0,0,0,0
172,152,218,109,78,62,31,15,0,0,0,0,0
163,140,114,94,63,46,31,0,0,0,0,0,0
188,156,297,93,78,63,31,16,0,0,0,0,0
266,187,158,93,62,47,16,0,0,0,0,0,0
234,187,266,94,110,63,31,15,0,0,0,0,0
266,141,121,125,78,32,31,0,0,0,0,0,0
203,219,250,110,53,47,31,15,0,0,0,0,0
219,188,177,109,63,47,16,15,0,0,0,0,0
172,156,171,110,94,63,62,15,0,0,0,0,0
187,235,156,109,109,62,31,31,0,0,0,0,0,0
218,140,141,113,109,62,32,15,0,0,0,0,0
156,189,125,94,67,31,15,0,0,0,0,0,0
266,156,125,125,78,62,15,16,0,0,0,0,0
188,156,109,99,47,30,32,0,0,0,0,0,0
203,172,141,94,78,47,15,0,0,0,0,0,0
170,179,124,78,78,31,16,0,0,0,0,0,0
172,229,138,109,78,62,32,15,0,0,0,0,0
187,136,110,99,63,31,16,0,0,0,0,0,0
250,140,125,250,78,47,47,32,0,0,0,0,0
234,163,94,125,78,47,31,15,0,0,0,0,0
172,172,109,94,62,46,31,15,0,0,0,0,0
156,203,156,141,93,94,46,32,16,0,0,0,0,0
219,156,144,125,62,63,31,172,0,0,0,0,0
156,141,125,78,70,46,31,0,0,0,0,0,0
156,159,125,94,83,46,31,0,0,0,0,0,0
456,172,125,109,69,47,34,0,0,0,0,0,0
172,156,124,112,94,62,31,0,0,0,0,0,0
421,140,125,93,62,47,16,0,0,0,0,0,0
177,140,109,78,63,31,16,0,0,0,0,0,0
406,156,110,62,46,15,0,0,0,0,0,0,0
188,221,109,79,47,47,36,0,0,0,0,0,0
313,125,125,79,62,16,0,0,0,0,0,0,0
219,199,172,93,63,172,16,0,0,0,0,0,0
187,125,78,78,47,32,16,0,0,0,0,0,0
187,156,141,125,78,203,16,16,0,0,0,0,0
552,187,109,109,55,47,32,15,0,0,0,0,0
265,157,125,94,78,47,32,0,0,0,0,0,0
188,141,125,78,78,47,16,0,0,0,0,0,0
297,203,141,109,78,78,32,16,0,0,0,0,0
219,140,110,188,63,47,32,0,0,0,0,0,0
169,172,130,94,94,46,47,16,0,0,0,0,0
406,156,125,110,63,47,31,0,0,0,0,0,0
235,156,132,125,72,62,47,15,0,0,0,0,0
297,187,125,125,78,47,31,16,0,0,0,0,0
203,153,124,110,93,46,30,16,0,0,0,0,0
156,141,117,109,62,31,32,16,0,0,0,0,0
172,156,152,109,187,62,31,0,0,0,0,0,0
423,187,172,125,78,47,15,0,0,0,0,0,0
265,218,172,109,80,62,31,0,0,0,0,0,0
663,157,125,93,67,62,28,0,0,0,0,0,0
187,156,125,96,100,62,31,31,0,0,0,0,0
204,140,129,94,78,31,31,15,0,0,0,0,0
187,157,250,110,94,63,31,16,0,0,0,0,0
178,141,141,94,62,47,15,0,0,0,0,0,0
188,266,125,112,93,62,47,15,0,0,0,0,0
359,156,141,109,206,47,31,15,0,0,0,0,0
172,182,93,78,62,31,31,0,0,0,0,0,0
172,242,125,62,47,15,0,0,0,0,0,0,0
172,171,109,94,77,32,31,0,0,0,0,0,0
141,172,203,125,63,62,31,15,0,0,0,0,0
203,156,156,93,78,47,47,0,0,0,0,0,0
531,163,110,125,62,43,31,15,0,0,0,0,0
187,157,204,125,94,63,34,15,0,0,0,0,0
440,140,118,94,63,31,31,0,0,0,0,0,0
188,203,125,125,94,46,46,15,0,0,0,0,0
218,140,109,93,109,47,47,15,0,0,0,0,0
172,156,109,109,78,63,31,32,0,0,0,0,0
281,141,95,96,42,47,31,16,0,0,0,0,0
219,203,157,124,83,78,31,11,0,0,0,0,0
359,164,128,78,58,47,16,0,0,0,0,0,0
187,187,156,109,78,78,31,0,0,0,0,0,0
239,163,130,109,63,62,30,0,0,0,0,0,0
